,timestamp,value
3896,2025-06-01 10:00:00,18.4
3897,2025-06-01 04:27:00,26
3898,2025-06-01 06:02:00,13
3900,2025-06-01 22:57:00,18.4
3901,2025-06-01 19:39:00,24.5
3902,2025-06-01 21:34:00,81.9
3903,2025-06-01 07:04:00,7.7
3904,2025-06-01 07:06:00,83.2
3905,2025-06-01 22:48:00,42.2
3906,2025-06-01 19:21:00,41.7
3908,2025-06-01 11:36:00,55.6
3909,2025-06-01 21:28:00,55.1
3910,2025-06-01 00:24:00,87.4
3911,2025-06-01 03:55:00,78.7
3912,2025-06-01 07:16:00,69.3
3914,2025-06-01 18:22:00,32.3
3916,2025-06-01 07:46:00,17
3919,2025-06-01 08:39:00,24.3
3921,2025-06-01 08:38:00,93.2
3923,2025-06-01 19:10:00,50.5
3924,2025-06-01 21:20:00,90.5
3925,2025-06-01 17:25:00,55.5
3926,2025-06-01 18:44:00,57.1
3927,2025-06-01 07:23:00,54.2
3928,2025-06-01 15:33:00,65.9
3929,2025-06-01 00:38:00,10.4
3930,2025-06-01 21:40:00,54.8
3931,2025-06-01 20:41:00,91.6
3932,2025-06-01 00:01:00,96.5
3933,2025-06-01 03:01:00,74
3935,2025-06-01 14:49:00,42.2
3936,2025-06-01 00:57:00,35.7
3937,2025-06-01 05:36:00,44.6
3938,2025-06-01 01:52:00,4.9
3939,2025-06-01 03:05:00,23.8
3940,2025-06-01 17:45:00,74.1
3942,2025-06-01 14:19:00,6.2
3943,2025-06-01 21:56:00,31.8
3944,2025-06-01 13:25:00,28
3945,2025-06-01 00:24:00,24.6
3946,2025-06-01 17:20:00,90.8
3947,2025-06-01 07:29:00,97.4
3948,2025-06-01 23:03:00,90.7
3949,2025-06-01 19:25:00,56.5
3950,2025-06-01 13:00:00,87.7
3951,2025-06-01 12:47:00,91.1
3953,2025-06-01 04:16:00,65.5
3954,2025-06-01 16:09:00,17
3955,2025-06-01 22:21:00,7.7
3956,2025-06-01 18:03:00,82.6
3957,2025-06-01 13:49:00,97.9
3958,2025-06-01 05:58:00,75.9
3959,2025-06-01 19:27:00,52.9
3960,2025-06-01 13:58:00,70.6
3961,2025-06-01 03:24:00,75.2
3962,2025-06-01 18:56:00,7.5
3963,2025-06-01 05:22:00,62.2
3964,2025-06-01 02:01:00,95.3
3965,2025-06-01 06:07:00,71.6
3966,2025-06-01 22:08:00,72.6
3967,2025-06-01 07:53:00,9.5
3968,2025-06-01 06:30:00,81.4
3969,2025-06-01 06:19:00,19.3
3970,2025-06-01 01:19:00,91
3971,2025-06-01 18:54:00,85.7
3972,2025-06-01 04:05:00,70.7
3973,2025-06-01 15:19:00,56.2
3974,2025-06-01 04:42:00,60.3
3976,2025-06-01 03:56:00,52.2
3977,2025-06-01 06:53:00,83.9
3978,2025-06-01 09:07:00,9.6
3979,2025-06-01 22:42:00,30.2
3980,2025-06-01 22:00:00,87.2
3981,2025-06-01 01:59:00,51.3
3982,2025-06-01 23:22:00,7.5
3983,2025-06-01 10:57:00,73.6
3986,2025-06-01 14:53:00,29.7
3987,2025-06-01 15:28:00,98.1
3988,2025-06-01 18:16:00,10.9
3989,2025-06-01 07:48:00,97.1
3990,2025-06-01 08:28:00,64.9
3991,2025-06-01 01:54:00,13.1
3992,2025-06-01 19:39:00,21.7
3993,2025-06-01 20:21:00,36.3
3995,2025-06-01 05:04:00,82.3
3996,2025-06-01 22:24:00,42.9
3997,2025-06-01 07:36:00,45.7
3998,2025-06-01 14:42:00,38
3999,2025-06-01 04:19:00,77.8
4000,2025-06-01 03:46:00,43.4
4001,2025-06-01 02:34:00,48.6
4002,2025-06-01 15:45:00,81.4
4003,2025-06-01 21:52:00,75.3
4004,2025-06-01 23:11:00,19.8
4005,2025-06-01 12:02:00,57
4007,2025-06-01 05:39:00,75.5
4008,2025-06-01 19:48:00,18.6
4009,2025-06-01 08:36:00,35.9
4010,2025-06-01 11:49:00,65.5
4011,2025-06-01 08:43:00,45.3
4012,2025-06-01 23:00:00,74.7
4013,2025-06-01 20:05:00,78.8
4014,2025-06-01 16:55:00,32.7
4015,2025-06-01 04:45:00,70
4017,2025-06-01 08:40:00,53.9
4018,2025-06-01 13:15:00,38.7
4020,2025-06-01 20:17:00,92
4021,2025-06-01 20:25:00,12.7
4022,2025-06-01 14:12:00,82.1
4024,2025-06-01 09:13:00,83
4025,2025-06-01 19:40:00,4.3
4026,2025-06-01 23:26:00,17
4028,2025-06-01 03:02:00,73.4
4029,2025-06-01 16:16:00,98.2
4030,2025-06-01 10:50:00,65.6
4031,2025-06-01 14:52:00,42.5
4034,2025-06-01 04:38:00,92.2
4035,2025-06-01 17:58:00,47.9
4036,2025-06-01 17:00:00,69.8
4037,2025-06-01 03:08:00,11.1
4038,2025-06-01 04:49:00,7.8
4039,2025-06-01 01:51:00,73.8
4040,2025-06-01 17:00:00,73.7
4041,2025-06-01 17:40:00,84.2
4042,2025-06-01 23:01:00,19.7
4043,2025-06-01 16:37:00,79.1
4045,2025-06-01 04:28:00,32.2
4046,2025-06-01 00:04:00,79.9
4047,2025-06-01 16:12:00,57.9
4048,2025-06-01 10:22:00,31.3
4049,2025-06-01 20:45:00,21.5
4050,2025-06-01 02:09:00,5.7
4051,2025-06-01 10:52:00,70.1
4052,2025-06-01 12:52:00,93.2
4053,2025-06-01 21:41:00,71.3
4054,2025-06-01 19:11:00,26
4055,2025-06-01 02:56:00,50.9
4056,2025-06-01 17:50:00,11.1
4057,2025-06-01 17:19:00,40.7
4058,2025-06-01 23:39:00,55.3
4059,2025-06-01 15:22:00,33.7
4060,2025-06-01 09:19:00,24.9
4061,2025-06-01 04:29:00,86.1
4062,2025-06-01 09:28:00,40
4064,2025-06-01 03:57:00,29.4
4066,2025-06-01 12:11:00,46.3
4068,2025-06-01 11:44:00,60.1
4069,2025-06-01 13:18:00,38.5
4070,2025-06-01 10:23:00,60.9
4071,2025-06-01 15:12:00,92.5
4072,2025-06-01 00:24:00,14.7
4073,2025-06-01 11:34:00,81.4
4074,2025-06-01 17:50:00,22.5
4075,2025-06-01 22:11:00,54.3
4076,2025-06-01 01:17:00,39.7
4078,2025-06-01 12:34:00,82.2
4079,2025-06-01 13:29:00,59.2
4080,2025-06-01 04:03:00,46.4
4081,2025-06-01 08:01:00,6.1
4082,2025-06-01 05:14:00,81.2
4083,2025-06-01 17:52:00,91.6
4084,2025-06-01 21:56:00,8.2
4085,2025-06-01 05:30:00,30.6
4086,2025-06-01 23:07:00,71
4087,2025-06-01 17:08:00,36.6
4088,2025-06-01 23:22:00,67.8
4089,2025-06-01 16:02:00,5.3
4090,2025-06-01 15:41:00,52.4
4091,2025-06-01 11:29:00,7.2
4092,2025-06-01 16:54:00,8.4
4093,2025-06-01 08:30:00,3.1
4094,2025-06-01 19:21:00,19.3
4095,2025-06-01 04:14:00,15.4
4096,2025-06-01 05:21:00,47.1
4097,2025-06-01 06:16:00,6.5
4098,2025-06-01 23:30:00,86.1
4099,2025-06-01 05:12:00,88.3
4100,2025-06-01 00:33:00,98.1
4101,2025-06-01 03:02:00,37.7
4102,2025-06-01 01:40:00,24.3
4105,2025-06-01 08:16:00,36.1
4106,2025-06-01 02:16:00,98.8
4107,2025-06-01 06:32:00,17.5
4108,2025-06-01 06:37:00,22.9
4109,2025-06-01 19:20:00,6.4
4110,2025-06-01 17:13:00,26.8
4111,2025-06-01 13:58:00,33.6
4112,2025-06-01 13:51:00,18.9
4113,2025-06-01 18:30:00,0.1
4114,2025-06-01 07:37:00,16.9
4115,2025-06-01 18:18:00,65.3
4116,2025-06-01 22:29:00,34.8
4117,2025-06-01 11:50:00,84
4118,2025-06-01 20:28:00,6.5
4119,2025-06-01 07:53:00,6.7
4120,2025-06-01 07:22:00,28
4121,2025-06-01 09:44:00,28.2
4122,2025-06-01 15:22:00,74.1
4123,2025-06-01 15:23:00,34.6
4124,2025-06-01 05:42:00,72.4
4125,2025-06-01 16:41:00,58.6
4126,2025-06-01 03:45:00,47.4
4127,2025-06-01 11:35:00,95.1
4128,2025-06-01 01:56:00,9.6
4129,2025-06-01 03:15:00,56.6
4130,2025-06-01 02:38:00,64.9
4131,2025-06-01 18:46:00,42.9
4132,2025-06-01 00:48:00,58.7
4133,2025-06-01 13:54:00,31.8
4134,2025-06-01 18:55:00,47.5
4135,2025-06-01 02:34:00,90.2
4136,2025-06-01 01:52:00,6.7
4137,2025-06-01 04:47:00,46.1
4138,2025-06-01 13:31:00,50.5
4139,2025-06-01 04:09:00,33
4140,2025-06-01 22:19:00,33.4
4142,2025-06-01 11:24:00,1.6
4143,2025-06-01 15:35:00,79.1
4144,2025-06-01 06:18:00,35.9
4145,2025-06-01 10:39:00,86.1
4146,2025-06-01 14:45:00,75.7
4148,2025-06-01 20:44:00,85.8
4149,2025-06-01 00:16:00,63
4150,2025-06-01 11:10:00,85.9
4151,2025-06-01 22:15:00,87.2
4152,2025-06-01 02:33:00,74.7
4153,2025-06-01 06:51:00,12.8
4154,2025-06-01 00:38:00,18
4155,2025-06-01 11:07:00,45.5
4156,2025-06-01 00:37:00,49.2
4157,2025-06-01 14:27:00,56.7
4158,2025-06-01 10:17:00,74.5
4159,2025-06-01 09:48:00,4.5
4160,2025-06-01 22:02:00,14.1
4161,2025-06-01 01:38:00,26.7
4162,2025-06-01 03:56:00,3.7
4164,2025-06-01 02:18:00,23.1
4165,2025-06-01 15:38:00,82.1
4167,2025-06-01 06:35:00,9.9
4168,2025-06-01 11:34:00,18.9
4169,2025-06-01 04:18:00,22
4170,2025-06-01 00:41:00,3.5
4171,2025-06-01 11:55:00,19.7
4172,2025-06-01 10:43:00,47.1
4173,2025-06-01 07:09:00,57.5
4174,2025-06-01 17:33:00,94
4178,2025-06-01 17:23:00,90
4179,2025-06-01 16:02:00,96.4
4181,2025-06-01 16:43:00,51.1
4182,2025-06-01 00:24:00,69.6
4183,2025-06-01 21:31:00,34.4
4186,2025-06-01 08:46:00,26.6
4187,2025-06-01 15:19:00,4.9
4188,2025-06-01 03:07:00,83.5
4189,2025-06-01 19:53:00,20.6
4190,2025-06-01 05:29:00,4.7
4191,2025-06-01 06:47:00,45.5
4192,2025-06-01 06:15:00,10.9
4193,2025-06-01 20:10:00,51.7
4194,2025-06-01 17:09:00,86.6
4195,2025-06-01 18:39:00,78.6
4196,2025-06-01 03:29:00,36.2
4197,2025-06-01 19:04:00,42
4198,2025-06-01 03:19:00,20.7
4199,2025-06-01 00:31:00,56.6
4201,2025-06-01 13:23:00,13.6
4202,2025-06-01 18:23:00,21.9
4203,2025-06-01 20:29:00,48.8
4204,2025-06-01 09:33:00,64.5
4206,2025-06-01 07:48:00,70.5
4207,2025-06-01 05:21:00,33.8
4209,2025-06-01 04:03:00,91.4
4210,2025-06-01 07:31:00,51.7
4211,2025-06-01 05:29:00,90.1
4212,2025-06-01 12:11:00,44.5
4213,2025-06-01 02:59:00,38.4
4214,2025-06-01 01:38:00,44.4
4215,2025-06-01 22:56:00,49.1
4216,2025-06-01 15:22:00,15
4217,2025-06-01 15:46:00,7.2
4219,2025-06-01 17:30:00,62.7
4220,2025-06-01 03:21:00,98.1
4221,2025-06-01 09:33:00,80.9
4223,2025-06-01 21:37:00,2.8
4224,2025-06-01 21:30:00,74.7
4225,2025-06-01 01:24:00,9.2
4226,2025-06-01 16:30:00,81.6
4227,2025-06-01 01:23:00,14.8
4228,2025-06-01 10:51:00,55.9
4230,2025-06-01 06:56:00,19.2
4231,2025-06-01 13:07:00,43.6
4232,2025-06-01 04:33:00,98.9
4233,2025-06-01 16:53:00,63
4234,2025-06-01 12:29:00,34.1
4236,2025-06-01 21:50:00,79.9
4237,2025-06-01 23:16:00,88.8
4238,2025-06-01 01:27:00,27
4239,2025-06-01 19:22:00,1.3
4240,2025-06-01 15:34:00,43.4
4241,2025-06-01 21:01:00,30.5
4242,2025-06-01 08:39:00,85.4
4243,2025-06-01 09:31:00,0.4
4244,2025-06-01 11:57:00,14.6
4245,2025-06-01 12:57:00,31.9
4246,2025-06-01 02:25:00,98
4247,2025-06-01 04:29:00,8.4
4248,2025-06-01 08:46:00,86
4249,2025-06-01 03:58:00,60.9
4252,2025-06-01 07:07:00,58.3
4253,2025-06-01 19:11:00,12.4
4254,2025-06-01 20:53:00,48.5
4255,2025-06-01 18:31:00,1.3
4256,2025-06-01 02:23:00,33.6
4257,2025-06-01 13:16:00,71
4258,2025-06-01 04:58:00,46.6
4259,2025-06-01 18:10:00,53.2
4260,2025-06-01 20:34:00,2.6
4261,2025-06-01 23:29:00,50.8
4263,2025-06-01 18:06:00,83.3
4264,2025-06-01 02:05:00,64.1
4265,2025-06-01 04:17:00,74.5
4266,2025-06-01 18:00:00,93.7
4267,2025-06-01 19:31:00,5
4268,2025-06-01 01:49:00,89.2
4269,2025-06-01 19:29:00,76.1
4270,2025-06-01 02:17:00,21
4271,2025-06-01 16:44:00,11.5
4273,2025-06-01 11:16:00,11.4
4274,2025-06-01 18:22:00,43.2
4275,2025-06-01 03:08:00,80.4
4276,2025-06-01 17:49:00,24.1
4277,2025-06-01 21:13:00,49.1
4278,2025-06-01 06:31:00,14.1
4279,2025-06-01 14:09:00,44.8
4281,2025-06-01 08:45:00,62.8
4282,2025-06-01 09:59:00,3.1
4283,2025-06-01 19:07:00,77.7
4284,2025-06-01 06:33:00,76.4
4286,2025-06-01 11:48:00,12.1
4287,2025-06-01 07:44:00,5.9
4288,2025-06-01 01:11:00,25.6
4289,2025-06-01 18:43:00,97.6
4290,2025-06-01 00:56:00,36.4
4291,2025-06-01 07:21:00,1.2
4292,2025-06-01 15:25:00,33.7
4293,2025-06-01 09:59:00,80.7
4296,2025-06-01 08:01:00,70.9
4297,2025-06-01 08:15:00,96.8
4298,2025-06-01 23:26:00,42
4299,2025-06-01 05:03:00,70.8
4300,2025-06-01 00:37:00,99.6
4301,2025-06-01 20:39:00,27.4
4302,2025-06-01 09:46:00,32.8
4305,2025-06-01 04:49:00,74.5
4306,2025-06-01 16:39:00,24.4
4307,2025-06-01 08:59:00,35.3
4308,2025-06-01 07:39:00,92.4
4309,2025-06-01 09:13:00,92.4
4310,2025-06-01 22:47:00,92.9
4311,2025-06-01 05:54:00,26.5
4312,2025-06-01 05:26:00,11.8
4313,2025-06-01 14:54:00,68
4314,2025-06-01 18:15:00,24.8
4315,2025-06-01 19:08:00,67
4316,2025-06-01 23:46:00,58.2
4317,2025-06-01 21:57:00,24.6
4319,2025-06-01 14:52:00,28.4
4320,2025-06-01 22:35:00,50.3
4321,2025-06-01 09:22:00,22.2
4322,2025-06-01 08:58:00,57
4323,2025-06-01 01:51:00,39.9
4324,2025-06-01 05:58:00,39.5
4325,2025-06-01 14:27:00,71.1
4326,2025-06-01 08:53:00,30.9
4327,2025-06-01 01:53:00,0.9
4328,2025-06-01 08:24:00,39.9
4329,2025-06-01 02:50:00,99.4
4330,2025-06-01 16:38:00,95.9
4332,2025-06-01 10:44:00,9.9
4333,2025-06-01 16:03:00,63.8
4334,2025-06-01 00:48:00,17.5
4335,2025-06-01 02:07:00,3.5
4336,2025-06-01 13:03:00,35.4
4337,2025-06-01 09:40:00,13.1
4338,2025-06-01 09:03:00,47.3
4340,2025-06-01 05:07:00,43.1
4341,2025-06-01 16:59:00,65.7
4342,2025-06-01 03:30:00,33.1
4343,2025-06-01 01:03:00,42.3
4344,2025-06-01 22:45:00,20.5
4345,2025-06-01 16:29:00,92.1
4346,2025-06-01 03:31:00,64.1
4348,2025-06-01 07:54:00,10.3
4350,2025-06-01 22:02:00,56.5
4352,2025-06-01 22:21:00,29.7
4354,2025-06-01 05:27:00,59.5
4355,2025-06-01 20:08:00,86.2
4356,2025-06-01 23:08:00,87.9
4357,2025-06-01 04:11:00,63.1
4358,2025-06-01 09:30:00,4.6
4360,2025-06-01 03:20:00,52.5
4361,2025-06-01 12:28:00,99.8
4362,2025-06-01 11:58:00,98.1
4365,2025-06-01 23:48:00,71.3
4366,2025-06-01 02:51:00,11.8
4367,2025-06-01 11:31:00,37.1
4368,2025-06-01 11:33:00,46.7
4369,2025-06-01 18:08:00,95.8
4370,2025-06-01 23:04:00,47.1
4371,2025-06-01 02:49:00,60.1
4372,2025-06-01 12:32:00,33.4
4373,2025-06-01 14:37:00,14.2
4374,2025-06-01 08:42:00,26.8
4375,2025-06-01 19:34:00,77.3
4376,2025-06-01 07:26:00,44
4377,2025-06-01 18:58:00,66.8
4378,2025-06-01 13:47:00,83.6
4379,2025-06-01 11:30:00,44.4
4380,2025-06-01 09:44:00,28.9
4382,2025-06-01 18:28:00,38.8
4383,2025-06-01 12:46:00,37.8
4385,2025-06-01 03:40:00,36.9
4386,2025-06-01 15:10:00,42.2
4387,2025-06-01 11:11:00,79.5
4388,2025-06-01 10:09:00,59.7
4389,2025-06-01 15:01:00,48.3
4390,2025-06-01 07:40:00,73.7
4391,2025-06-01 16:23:00,19.8
4392,2025-06-01 04:35:00,93.2
4393,2025-06-01 15:27:00,75.8
4394,2025-06-01 22:24:00,27.9
4395,2025-06-01 00:29:00,10.4
4396,2025-06-01 03:03:00,20.9
4397,2025-06-01 10:51:00,39.3
4399,2025-06-01 21:02:00,25.4
4400,2025-06-01 21:43:00,24.2
4401,2025-06-01 18:01:00,76.1
4402,2025-06-01 14:00:00,82.2
4403,2025-06-01 07:06:00,93.4
4405,2025-06-01 05:14:00,14.4
4406,2025-06-01 00:33:00,82.3
4407,2025-06-01 13:29:00,1.6
4408,2025-06-01 12:56:00,26.6
4409,2025-06-01 10:59:00,74.2
4410,2025-06-01 07:03:00,42.4
4411,2025-06-01 19:57:00,19.2
4412,2025-06-01 08:28:00,73.8
4413,2025-06-01 03:54:00,0.7
4414,2025-06-01 17:57:00,96.1
4415,2025-06-01 14:06:00,55.6
4416,2025-06-01 12:43:00,18.6
4417,2025-06-01 13:04:00,23.1
4418,2025-06-01 06:01:00,62.2
4419,2025-06-01 05:56:00,75.8
4420,2025-06-01 08:19:00,86.9
4421,2025-06-01 18:16:00,27.4
4422,2025-06-01 22:52:00,48
4423,2025-06-01 11:16:00,5.6
4424,2025-06-01 05:21:00,93.6
4425,2025-06-01 19:23:00,80.4
4426,2025-06-01 12:51:00,30.8
4427,2025-06-01 17:45:00,4
4428,2025-06-01 05:07:00,70
4430,2025-06-01 03:18:00,34.7
4431,2025-06-01 00:28:00,71.9
4432,2025-06-01 20:33:00,77.2
4433,2025-06-01 06:39:00,65.9
4434,2025-06-01 23:51:00,27.2
4435,2025-06-01 13:11:00,88.8
4436,2025-06-01 04:45:00,72.4
4437,2025-06-01 13:16:00,97.1
4438,2025-06-01 16:19:00,88.4
4439,2025-06-01 05:24:00,36.9
4440,2025-06-01 22:18:00,60.9
4441,2025-06-01 04:16:00,78.9
4442,2025-06-01 02:21:00,13.5
4443,2025-06-01 00:13:00,41.8
4444,2025-06-01 08:56:00,18.7
4445,2025-06-01 04:13:00,58.1
4446,2025-06-01 05:29:00,84.7
4447,2025-06-01 23:33:00,5.8
4449,2025-06-01 16:31:00,50.2
4450,2025-06-01 13:03:00,4.3
4451,2025-06-01 09:54:00,65.2
4452,2025-06-01 13:03:00,88.3
4453,2025-06-01 10:40:00,79.3
4454,2025-06-01 03:20:00,73.5
4455,2025-06-01 08:24:00,9.4
4456,2025-06-01 19:17:00,6.8
4457,2025-06-01 08:31:00,86.8
4459,2025-06-01 11:10:00,80.9
4460,2025-06-01 20:09:00,29.9
4461,2025-06-01 15:28:00,82.4
4462,2025-06-01 06:11:00,99.8
4464,2025-06-01 13:56:00,30.6
4465,2025-06-01 05:04:00,83.3
4466,2025-06-01 16:54:00,32.1
4467,2025-06-01 07:13:00,9.9
4468,2025-06-01 11:50:00,77.9
4469,2025-06-01 14:48:00,29.3
4470,2025-06-01 11:29:00,77
4472,2025-06-01 17:01:00,1.3
4475,2025-06-01 08:15:00,42.8
4476,2025-06-01 06:43:00,96.2
4477,2025-06-01 19:47:00,66.7
4478,2025-06-01 06:59:00,74.2
4479,2025-06-01 06:07:00,10
4480,2025-06-01 23:33:00,95.5
4482,2025-06-01 05:03:00,66.3
4483,2025-06-01 10:44:00,87.7
4484,2025-06-01 12:05:00,77
4485,2025-06-01 21:46:00,81.2
4486,2025-06-01 22:29:00,90.4
4487,2025-06-01 01:40:00,80.8
4488,2025-06-01 18:22:00,27.1
4489,2025-06-01 17:42:00,86.4
4490,2025-06-01 20:48:00,83.8
4491,2025-06-01 06:51:00,46
4493,2025-06-01 06:25:00,97.2
4494,2025-06-01 14:51:00,49.7
4495,2025-06-01 04:22:00,72
4496,2025-06-01 14:50:00,82.3
4498,2025-06-01 19:14:00,86.7
4499,2025-06-01 03:31:00,72.5
4500,2025-06-01 15:49:00,84.7
4501,2025-06-01 19:35:00,42.4
4502,2025-06-01 09:59:00,44.3
4503,2025-06-01 01:14:00,36.3
4504,2025-06-01 08:03:00,30.2
4505,2025-06-01 05:23:00,61.8
4506,2025-06-01 02:26:00,86
4507,2025-06-01 16:28:00,67.5
4508,2025-06-01 22:09:00,39.7
4509,2025-06-01 18:18:00,81.2
4510,2025-06-01 09:52:00,63.4
4511,2025-06-01 22:55:00,45.1
4512,2025-06-01 07:46:00,32.1
4513,2025-06-01 03:46:00,89.1
4515,2025-06-01 09:18:00,38.6
4516,2025-06-01 09:12:00,95.6
4517,2025-06-01 20:46:00,28.3
4518,2025-06-01 09:27:00,8.6
4519,2025-06-01 13:53:00,62.1
4521,2025-06-01 06:59:00,98.6
4522,2025-06-01 19:21:00,94.4
4523,2025-06-01 01:08:00,88
4524,2025-06-01 23:29:00,75.7
4525,2025-06-01 05:17:00,15.6
4526,2025-06-01 13:16:00,47.6
4527,2025-06-01 13:01:00,37.5
4528,2025-06-01 00:57:00,45.5
4530,2025-06-01 19:48:00,62
4531,2025-06-01 23:59:00,35.9
4532,2025-06-01 23:14:00,4
4534,2025-06-01 19:25:00,28.5
4535,2025-06-01 09:48:00,28.1
4536,2025-06-01 04:48:00,8.3
4537,2025-06-01 08:27:00,62.6
4538,2025-06-01 04:35:00,69.2
4539,2025-06-01 03:17:00,27.9
4540,2025-06-01 09:07:00,20
4543,2025-06-01 21:58:00,34.2
4545,2025-06-01 16:25:00,86
4546,2025-06-01 00:37:00,78.8
4547,2025-06-01 07:49:00,75.7
4548,2025-06-01 14:21:00,21.5
4549,2025-06-01 03:15:00,55.4
4550,2025-06-01 15:50:00,99.1
4552,2025-06-01 19:12:00,75.2
4553,2025-06-01 10:24:00,24.8
4554,2025-06-01 01:18:00,68.1
4555,2025-06-01 18:01:00,16.9
4556,2025-06-01 21:31:00,17.6
4557,2025-06-01 17:09:00,20.8
4558,2025-06-01 06:46:00,24.4
4559,2025-06-01 20:51:00,11.6
4560,2025-06-01 03:20:00,39.4
4561,2025-06-01 15:47:00,43.5
4562,2025-06-01 22:41:00,19.7
4563,2025-06-01 18:47:00,33.7
4564,2025-06-01 07:19:00,80.8
4565,2025-06-01 04:25:00,35.3
4566,2025-06-01 13:10:00,52.4
4567,2025-06-01 03:48:00,31.1
4568,2025-06-01 23:23:00,16.1
4569,2025-06-01 14:29:00,0.2
4570,2025-06-01 04:18:00,99
4571,2025-06-01 06:43:00,66
4572,2025-06-01 10:32:00,10.8
4573,2025-06-01 02:58:00,43.5
4574,2025-06-01 06:00:00,61.3
4575,2025-06-01 10:35:00,65.3
4576,2025-06-01 17:56:00,86.6
4577,2025-06-01 15:16:00,97.7
4578,2025-06-01 15:31:00,25
4579,2025-06-01 23:25:00,8.1
4580,2025-06-01 20:39:00,67.6
4581,2025-06-01 03:31:00,53.8
4582,2025-06-01 16:58:00,17.5
4583,2025-06-01 18:03:00,28.7
4585,2025-06-01 19:15:00,53.6
4589,2025-06-01 11:11:00,63.8
4590,2025-06-01 21:47:00,0.8
4591,2025-06-01 22:16:00,45.9
4592,2025-06-01 18:34:00,28
4593,2025-06-01 11:14:00,67.4
4594,2025-06-01 03:04:00,77.8
4595,2025-06-01 03:34:00,86.9
4596,2025-06-01 12:11:00,17.2
4597,2025-06-01 09:47:00,12.8
4598,2025-06-01 04:41:00,12.9
4600,2025-06-01 03:46:00,8
4601,2025-06-01 16:39:00,55.9
4602,2025-06-01 22:00:00,63.9
4603,2025-06-01 06:29:00,49.9
4604,2025-06-01 07:36:00,70.8
4605,2025-06-01 06:01:00,18
4606,2025-06-01 06:49:00,57.6
4607,2025-06-01 21:27:00,81
4608,2025-06-01 16:23:00,41.4
4610,2025-06-01 15:50:00,67.6
4611,2025-06-01 00:48:00,55.2
4612,2025-06-01 19:04:00,78.7
4613,2025-06-01 20:19:00,42.9
4614,2025-06-01 04:11:00,35.2
4616,2025-06-01 21:56:00,9
4617,2025-06-01 22:12:00,8.4
4618,2025-06-01 14:39:00,29.5
4619,2025-06-01 05:30:00,65.6
4620,2025-06-01 04:29:00,21.5
4621,2025-06-01 23:14:00,15.1
4622,2025-06-01 21:13:00,20.3
4623,2025-06-01 00:10:00,31.5
4624,2025-06-01 00:27:00,20
4625,2025-06-01 22:06:00,6.2
4626,2025-06-01 08:23:00,94.6
4627,2025-06-01 17:49:00,97
4628,2025-06-01 05:50:00,73.8
4629,2025-06-01 21:04:00,76.8
4630,2025-06-01 12:22:00,9.7
4631,2025-06-01 04:44:00,1.8
4632,2025-06-01 08:13:00,87.7
4633,2025-06-01 21:01:00,92.2
4634,2025-06-01 23:56:00,90.8
4635,2025-06-01 23:26:00,93
4637,2025-06-01 07:44:00,37.2
4638,2025-06-01 21:02:00,53
4639,2025-06-01 21:02:00,21.4
4640,2025-06-01 15:48:00,92.8
4641,2025-06-01 05:15:00,62.5
4642,2025-06-01 03:49:00,61.2
4643,2025-06-01 20:23:00,16.9
4644,2025-06-01 18:58:00,5.6
4645,2025-06-01 00:29:00,62.9
4646,2025-06-01 19:57:00,75
4647,2025-06-01 17:37:00,69
4648,2025-06-01 03:13:00,99.4
4649,2025-06-01 13:56:00,0.2
4650,2025-06-01 11:18:00,4.5
4651,2025-06-01 07:57:00,98.4
4652,2025-06-01 10:43:00,76.3
4653,2025-06-01 15:28:00,87.6
4654,2025-06-01 11:24:00,58.5
4655,2025-06-01 10:27:00,4.3
4657,2025-06-01 09:52:00,95.1
4658,2025-06-01 08:38:00,8.5
4659,2025-06-01 00:37:00,42.1
4660,2025-06-01 19:53:00,81.2
4661,2025-06-01 08:18:00,87.7
4664,2025-06-01 21:53:00,75.1
4665,2025-06-01 03:00:00,70.9
4667,2025-06-01 06:04:00,47.3
4668,2025-06-01 12:38:00,38.1
4669,2025-06-01 17:00:00,19.7
4670,2025-06-01 10:04:00,3.8
4671,2025-06-01 00:20:00,20.8
4672,2025-06-01 05:04:00,47.2
4673,2025-06-01 23:13:00,77.5
4675,2025-06-01 05:28:00,36.5
4676,2025-06-01 19:42:00,95.9
4677,2025-06-01 21:36:00,42
4678,2025-06-01 20:07:00,42.7
4679,2025-06-01 21:34:00,74.2
4680,2025-06-01 22:48:00,71.3
4681,2025-06-01 00:04:00,40.3
4682,2025-06-01 15:21:00,26.1
4683,2025-06-01 19:47:00,25.7
4685,2025-06-01 12:33:00,50.2
4687,2025-06-01 10:47:00,98.4
4688,2025-06-01 13:18:00,32.7
4689,2025-06-01 12:54:00,45.2
4690,2025-06-01 02:25:00,39.7
4692,2025-06-01 00:08:00,16.6
4694,2025-06-01 02:12:00,33.2
4695,2025-06-01 16:05:00,12.5
4696,2025-06-01 02:09:00,17
4697,2025-06-01 06:17:00,64.1
4698,2025-06-01 11:22:00,78.3
4699,2025-06-01 04:47:00,68.6
4700,2025-06-01 01:47:00,34.8
4701,2025-06-01 13:52:00,68.6
4703,2025-06-01 13:09:00,92.9
4704,2025-06-01 15:49:00,46.9
4705,2025-06-01 23:21:00,28.9
4707,2025-06-01 06:43:00,24.9
4708,2025-06-01 03:11:00,98.2
